Code_commune_Insee_2022,Libelle_commune_2022,Population_active_emploi_1999,Distance_mediane_domicile_travail_1999_km,Population_active_emploi_2019,Distance_mediane_domicile_travail_2019_km,Ecart_distance_mediane_km,Evolution_distance_mediane_pct,Categorie_densite
43251,Vals-près-le-Puy,1368,2,1333.62646302962,2,0,0,Urbain
43252,Varennes-Saint-Honorat,12,9.1,,,,,Rural à habitat dispersé non périurbain
43253,Les Vastres,96,3.2,75.7772020725389,3.2,0,0,Rural à habitat dispersé non périurbain
43254,Vazeilles-Limandre,76,7.4,101.121507286972,7.4,0,0,Rural à habitat dispersé périurbain
43256,Venteuges,132,2.4,185.068855791256,5.7,3.3000000000000003,137.5,Rural à habitat dispersé non périurbain
43257,Vergezac,176,8.5,207.326640662731,9.8,1.3000000000000007,15.29411764705883,Rural à habitat dispersé périurbain
43258,Vergongheon,572,11.3,720,11.8,0.5,4.424778761061947,Bourgs ruraux non périurbains
43259,Vernassal,116,2.5,160,7.75,5.25,210,Rural à habitat dispersé non périurbain
43260,Le Vernet,20,20.8,4.79166666666667,5.1,-15.700000000000001,-75.48076923076923,Rural à habitat dispersé périurbain
43261,Vézézoux,160,12.7,267.348556026438,15.4,2.700000000000001,21.259842519685048,Rural à habitat dispersé non périurbain
43262,Vieille-Brioude,468,4.2,551.423439225134,4.2,0,0,Rural à habitat dispersé non périurbain
43263,Vielprat,16,17.25,,,,,Rural à habitat dispersé non périurbain
43264,Villeneuve-d'Allier,100,13.2,105,13.2,0,0,Rural à habitat dispersé non périurbain
43265,Les Villettes,392,7.3,700.144628099174,12.2,4.8999999999999995,67.12328767123287,Bourgs ruraux périurbains
43267,Vorey,508,1.5,530.979078390976,12.8,11.3,753.3333333333334,Bourgs ruraux périurbains
43268,Yssingeaux,2608,2.5,3064.35067361176,2.5,0,0,Bourgs ruraux non périurbains
44001,Abbaretz,565,8.2,975.194894256245,23.2,15,182.9268292682927,Rural à habitat dispersé périurbain
44002,Aigrefeuille-sur-Maine,972,15.8,1924.29381421422,20.3,4.5,28.481012658227847,Bourgs ruraux périurbains
44003,Ancenis-Saint-Géréon,3972,1.9,4199.23042291418,1.9,0,0,Urbain
44005,Chaumes-en-Retz,1648,8.9,3200,14.4,5.5,61.79775280898876,Bourgs ruraux périurbains
44006,Assérac,468,6.9,773.277333333333,13.2,6.299999999999999,91.30434782608694,Rural à habitat dispersé non périurbain
44007,Avessac,816,7.1,962.507169624463,8.5,1.4000000000000004,19.718309859154935,Rural à habitat dispersé non périurbain
44009,Basse-Goulaine,3328,8.7,3922.65555426001,8.7,0,0,Urbain
44010,Batz-sur-Mer,1140,6,1010,7.6,1.5999999999999996,26.66666666666666,Urbain
44012,La Bernerie-en-Retz,604,7.9,761.083828550442,9.1,1.1999999999999993,15.18987341772151,Bourgs ruraux non périurbains
44013,Besné,760,11.9,1611.58356417359,16.4,4.499999999999998,37.815126050420155,Rural à habitat dispersé périurbain
44014,Le Bignon,1156,16.1,1793.97009239044,16.1,0,0,Bourgs ruraux périurbains
44015,Blain,2984,3.2,3960,24.75,21.55,673.4375,Urbain
44016,La Boissière-du-Doré,284,11.8,535,17.4,5.599999999999998,47.45762711864405,Bourgs ruraux périurbains
44018,Bouaye,2200,15.4,3577.78687507754,17,1.5999999999999996,10.389610389610388,Urbain
44019,Bouée,284,6.5,431.468041390146,30,23.5,361.53846153846155,Rural à habitat dispersé périurbain
44020,Bouguenais,6320,10.6,8465.90651428016,10.6,0,0,Urbain
44021,Villeneuve-en-Retz,1284,8.9,2063.52001659407,15.1,6.199999999999999,69.6629213483146,Bourgs ruraux non périurbains
44022,Boussay,992,4.5,1212.03007151892,15.3,10.8,240,Bourgs ruraux non périurbains
44023,Bouvron,914,9.8,1395,19.3,9.5,96.93877551020408,Rural à habitat dispersé périurbain
44024,Brains,1004,16.8,1274.24863903778,16.8,0,0,Bourgs ruraux périurbains
44025,Campbon,1132,10.6,1760,19.8,9.200000000000001,86.7924528301887,Rural à habitat dispersé périurbain
44026,Carquefou,6418,14.1,8282.23946918323,14.1,0,0,Urbain
44027,Casson,556,22,1173.84096149954,13,-9,-40.90909090909091,Bourgs ruraux périurbains
44028,Le Cellier,1468,17.4,1720,17.4,0,0,Rural à habitat dispersé périurbain
44029,Divatte-sur-Loire,2360,6.8,3310.82950199966,15.6,8.8,129.41176470588238,Rural à habitat dispersé périurbain
44030,La Chapelle-des-Marais,1096,23.95,1700,19,-4.949999999999999,-20.66805845511482,Bourgs ruraux périurbains
44031,La Chapelle-Glain,269,4.1,302.906644480426,1.7,-2.3999999999999995,-58.53658536585365,Rural à habitat dispersé non périurbain
44032,La Chapelle-Heulin,860,13,1480.59351433719,22.7,9.7,74.61538461538461,Bourgs ruraux périurbains
44033,La Chapelle-Launay,1004,15.1,1253.37163658211,18.6,3.5000000000000018,23.17880794701988,Rural à habitat dispersé périurbain
44035,La Chapelle-sur-Erdre,7100,12.1,8460.26511203647,12.1,0,0,Urbain
44036,Châteaubriant,4521,1.4,4034.92456725007,1.4,0,0,Urbain
44037,Château-Thébaud,972,14.8,1419.56625327334,17,2.1999999999999993,14.86486486486486,Rural à habitat dispersé périurbain
44038,Chauvé,676,10.7,1259.15367321503,11.4,0.7000000000000011,6.542056074766366,Bourgs ruraux non périurbains
44039,Cheix-en-Retz,244,24.2,503.592048959554,24.5,0.3000000000000007,1.2396694214876063,Bourgs ruraux périurbains
44041,La Chevrolière,2152,17.5,2725.20012645135,18.2,0.6999999999999993,3.999999999999996,Urbain
44043,Clisson,2480,4.3,3070.16690709424,15.5,11.2,260.4651162790698,Urbain
44044,Conquereuil,340,6.6,439.414206642066,17.2,10.6,160.60606060606062,Rural à habitat dispersé non périurbain
44045,Cordemais,1044,11.4,1895,25.3,13.9,121.9298245614035,Rural à habitat dispersé périurbain
44046,Corsept,808,9.7,1160.1334582825,17.2,7.5,77.31958762886599,Rural à habitat dispersé périurbain
44047,Couëron,7280,7.6,10162.5159775533,14.7,7.1,93.42105263157895,Urbain
44048,Couffé,732,11.6,1288.53994490358,11.6,0,0,Rural à habitat dispersé périurbain
44049,Le Croisic,1264,1.2,997.528963286309,1.2,0,0,Urbain
44050,Crossac,876,26.9,1192.32973009709,17.2,-9.7,-36.059479553903344,Rural à habitat dispersé périurbain
44051,Derval,920,1.9,1378.06876092672,21.3,19.400000000000002,1021.0526315789475,Bourgs ruraux non périurbains
44052,Donges,2144,9,3318.45581651481,15.9,6.9,76.66666666666667,Bourgs ruraux périurbains
44053,Drefféac,520,11.3,1023.37892702967,22.8,11.5,101.76991150442477,Rural à habitat dispersé périurbain
44054,Erbray,1055,9.7,1285.73663130513,9.7,0,0,Rural à habitat dispersé non périurbain
44055,La Baule-Escoublac,5340,3.4,4820.74700275258,7.2,3.8000000000000003,111.76470588235294,Urbain
44056,Fay-de-Bretagne,1009,15,1720.86719751409,28,13,86.66666666666667,Bourgs ruraux périurbains
44057,Fégréac,724,9.5,990.658130459725,9.5,0,0,Rural à habitat dispersé non périurbain
44058,Fercé,181,9.8,194.426112361284,9.8,0,0,Rural à habitat dispersé non périurbain
44061,Frossay,684,10.4,1275,21.9,11.499999999999998,110.57692307692305,Bourgs ruraux périurbains
44062,Le Gâvre,357,11.4,752.603070407659,28.7,17.299999999999997,151.75438596491225,Bourgs ruraux périurbains
44063,Gétigné,1268,3.3,1700.79052639896,10.8,7.500000000000001,227.2727272727273,Urbain
44064,Gorges,1116,5.7,2233.41164226507,17.4,11.7,205.26315789473685,Urbain
44065,Grand-Auverné,239,6.9,295,18.5,11.6,168.1159420289855,Rural à habitat dispersé non périurbain
44066,Grandchamps-des-Fontaines,1548,19,3174.55814333177,19,0,0,Bourgs ruraux périurbains
44067,Guémené-Penfao,1636,3.5,1917.31793872927,13.7,10.2,291.4285714285714,Bourgs ruraux non périurbains
44068,Guenrouet,808,13.4,1391.64903443948,20.1,6.700000000000001,50.00000000000001,Rural à habitat dispersé non périurbain
44069,Guérande,5548,7.8,6587.76695242971,7.8,0,0,Urbain
44070,La Haie-Fouassière,1468,14,2225,15.7,1.6999999999999993,12.142857142857139,Urbain
44071,Haute-Goulaine,2136,15.2,2517.26319997645,15.2,0,0,Urbain
44072,Herbignac,1664,16,2991.40139741114,17.5,1.5,9.375,Rural à habitat dispersé non périurbain
44073,Héric,1664,21.6,3169.16029758117,25.8,4.199999999999999,19.44444444444444,Rural à habitat dispersé périurbain
44074,Indre,1476,9.2,1754.509602843,9.7,0.5,5.434782608695652,Urbain
44075,Issé,696,1.5,761.181938431475,13,11.5,766.6666666666666,Rural à habitat dispersé non périurbain
44076,Jans,386,11.2,624.099548412274,25.1,13.900000000000002,124.10714285714289,Rural à habitat dispersé périurbain
44077,Joué-sur-Erdre,620,14,1055.05497896079,26.8,12.8,91.42857142857143,Rural à habitat dispersé périurbain
44078,Juigné-des-Moutiers,120,8.8,125,18.2,9.399999999999999,106.8181818181818,Rural à habitat dispersé non périurbain
44079,Le Landreau,988,9.1,1482.82615574493,17.5,8.4,92.3076923076923,Bourgs ruraux périurbains
44080,Lavau-sur-Loire,264,13.35,337.972950568004,21.6,8.250000000000002,61.79775280898878,Rural à habitat dispersé périurbain
44081,Legé,1508,7.8,1966.25666451899,14.5,6.7,85.8974358974359,Rural à habitat dispersé non périurbain
44082,Ligné,1209,16.9,2403.33007309023,19,2.1000000000000014,12.42603550295859,Bourgs ruraux périurbains
44083,La Limouzinière,588,7,1073.85730998776,21,14,200,Bourgs ruraux périurbains
44084,Le Loroux-Bottereau,2116,6.5,3929.25113057104,15.1,8.6,132.30769230769232,Urbain
44085,Louisfert,351,9.5,434.248704663213,9.5,0,0,Rural à habitat dispersé non périurbain
44086,Lusanger,369,9.2,468.616249115641,9.02731210203821,-0.17268789796179007,-1.8770423691498923,Rural à habitat dispersé non périurbain
44087,Machecoul-Saint-Même,2548,2.6,2945.38613821086,12.6,10,384.6153846153846,Bourgs ruraux non périurbains
44088,Maisdon-sur-Sèvre,920,13.3,1488.96330364043,19.2,5.899999999999999,44.36090225563909,Bourgs ruraux périurbains
44089,Malville,1292,25.5,1782.55794320299,26.5,1,3.9215686274509802,Rural à habitat dispersé périurbain
44090,La Marne,404,7.8,792.467634930022,18.3,10.5,134.6153846153846,Bourgs ruraux périurbains
44091,Marsac-sur-Don,444,5.9,749.446891296457,18.6,12.700000000000001,215.25423728813558,Rural à habitat dispersé périurbain
44092,Massérac,140,8.3,270.709260957996,8.72731523949901,0.4273152394990092,5.148376379506134,Rural à habitat dispersé non périurbain
44094,Mauves-sur-Loire,972,15.9,1636.72497326947,17,1.0999999999999996,6.91823899371069,Bourgs ruraux périurbains
44095,La Meilleraye-de-Bretagne,371,10.2,724.112036282842,18.8,8.600000000000001,84.31372549019609,Rural à habitat dispersé non périurbain
44096,Mésanger,1472,9.2,2138.8903209186,9.2,0,0,Rural à habitat dispersé périurbain
44097,Mesquer,408,8.7,576.154214559385,9.6,0.9000000000000004,10.3448275862069,Rural à habitat dispersé périurbain
44098,Missillac,1316,13.9,2203.15283644993,16.8,2.9000000000000004,20.86330935251799,Rural à habitat dispersé périurbain
44099,Moisdon-la-Rivière,654,6.5,820,12.3,5.800000000000001,89.23076923076925,Rural à habitat dispersé non périurbain
44100,Monnières,728,10.6,1132.14594127806,18.5,7.9,74.52830188679245,Rural à habitat dispersé périurbain
44101,La Montagne,2244,17.2,2710,18.7,1.5,8.720930232558139,Urbain
44102,Montbert,1024,12.3,1498.04796810721,19.4,7.099999999999998,57.72357723577234,Bourgs ruraux périurbains
44103,Montoir-de-Bretagne,2284,10.2,3031.7164001269,10.2,0,0,Urbain
44104,Montrelais,260,5.7,403.475033988766,13.2,7.499999999999999,131.57894736842104,Rural à habitat dispersé périurbain
44105,Mouais,88,4.3,188.547945205479,17.8,13.5,313.95348837209303,Rural à habitat dispersé non périurbain
44106,Les Moutiers-en-Retz,256,12.9,565,12.9,0,0,Bourgs ruraux non périurbains
44107,Mouzeil,440,22,884.195718115193,22,0,0,Rural à habitat dispersé périurbain
44108,Mouzillon,792,5.6,1455,20.8,15.200000000000001,271.42857142857144,Rural à habitat dispersé périurbain
44109,Nantes,98962,3.9,133098.243046743,3.9,0,0,Urbain
44110,Nort-sur-Erdre,2344,10.4,3966.07815752137,20,9.6,92.3076923076923,Bourgs ruraux périurbains
44111,Notre-Dame-des-Landes,694,15.3,1144.02077189873,18.7,3.3999999999999986,22.222222222222214,Rural à habitat dispersé périurbain
44112,Noyal-sur-Brutz,213,7,320,7,0,0,Rural à habitat dispersé non périurbain
44113,Nozay,1218,2.1,1860.21889290004,17.5,15.4,733.3333333333333,Bourgs ruraux périurbains
44114,Orvault,9456,9.3,11065.9849656027,9.3,0,0,Urbain
44115,Oudon,1120,9.6,1644.16173611024,17.8,8.200000000000001,85.41666666666669,Rural à habitat dispersé périurbain
44116,Paimbœuf,896,4.8,1024.7441107349,19.3,14.5,302.08333333333337,Bourgs ruraux périurbains
44117,Le Pallet,1048,12.1,1554.22854530226,19.6,7.500000000000002,61.98347107438018,Bourgs ruraux périurbains
44118,Pannecé,368,6.8,625,17.1,10.3,151.47058823529412,Bourgs ruraux périurbains
44119,Paulx,564,6.5,919.941994528243,15.8,9.3,143.0769230769231,Rural à habitat dispersé périurbain
44120,Le Pellerin,1452,17.4,2139.85100776784,21.7,4.300000000000001,24.712643678160926,Urbain
44121,Petit-Auverné,144,5.5,215,14.8,9.3,169.09090909090912,Rural à habitat dispersé non périurbain
44122,Petit-Mars,1128,12.1,1873.60844048127,23.8,11.700000000000001,96.69421487603306,Bourgs ruraux périurbains
44123,Pierric,284,6.2,428.258076802652,19.7,13.5,217.74193548387098,Rural à habitat dispersé non périurbain
44124,Le Pin,204,9,308.425666289412,9,0,0,Rural à habitat dispersé périurbain
44125,Piriac-sur-Mer,584,11.7,645.50838049191,7.5,-4.199999999999999,-35.8974358974359,Rural à habitat dispersé non périurbain
44126,La Plaine-sur-Mer,800,4.75,1479.79692099144,7.9,3.1500000000000004,66.31578947368422,Bourgs ruraux non périurbains
44127,La Planche,952,7.35,1231.943436579,16.8,9.450000000000001,128.57142857142858,Bourgs ruraux périurbains
44128,Plessé,1144,13.5,2210,21.5,8,59.25925925925926,Rural à habitat dispersé non périurbain
44129,Pontchâteau,3088,10.7,4705.7218825295,16.5,5.800000000000001,54.20560747663553,Urbain
44130,Pont-Saint-Martin,2088,13.2,2999.19153243317,13.2,0,0,Urbain
44131,Pornic,4166,3.6,5332.32582013603,3.6,0,0,Urbain
44132,Pornichet,3476,11.5,3845.84541888707,11.5,0,0,Urbain
44133,Port-Saint-Père,960,19,1428.85963471786,19,0,0,Urbain
44134,Pouillé-les-Côteaux,264,12.7,473.004578033097,12.7,0,0,Rural à habitat dispersé périurbain
44135,Le Pouliguen,1584,4.6,1030,4.6,0,0,Urbain
44136,Préfailles,272,5.1,305,10.1,5,98.03921568627452,Bourgs ruraux non périurbains
44137,Prinquiau,852,12.1,1604.99089124165,21.7,9.6,79.33884297520662,Bourgs ruraux périurbains
44138,Puceul,253,4.9,517.564968983061,33.6,28.700000000000003,585.7142857142858,Bourgs ruraux périurbains
44139,Quilly,324,13.5,634.629045314719,28.8,15.3,113.33333333333333,Bourgs ruraux périurbains
44140,La Regrippière,472,15.8,824.744288309065,20.1,4.300000000000001,27.215189873417724,Rural à habitat dispersé périurbain
44141,La Remaudière,336,10.2,605,19.7,9.5,93.13725490196079,Rural à habitat dispersé périurbain
44142,Remouillé,640,11.1,964.538465843923,17.1,6.000000000000002,54.05405405405408,Bourgs ruraux périurbains
44143,Rezé,13944,5.3,18346.0050951164,5.3,0,0,Urbain
44144,Riaillé,640,1.7,971.350225254473,20,18.3,1076.4705882352941,Rural à habitat dispersé périurbain
44145,Rouans,808,21.7,1456.36414312355,24.7,3,13.824884792626728,Rural à habitat dispersé périurbain
44146,Rougé,837,9.6,836.823086632597,9.6,0,0,Rural à habitat dispersé non périurbain
44148,Ruffigné,226,10.1,266.280280597637,10.1,0,0,Rural à habitat dispersé non périurbain
44149,Saffré,1036,16.2,1816.51586040308,29.7,13.5,83.33333333333334,Rural à habitat dispersé périurbain
44150,Saint-Aignan-Grandlieu,1520,12.8,1809.24901038836,15.3,2.5,19.53125,Urbain
44151,Saint-André-des-Eaux,1464,10.4,2925.81613059975,10.4,0,0,Bourgs ruraux périurbains
44152,Sainte-Anne-sur-Brivet,776,10.25,1365,21.8,11.55,112.6829268292683,Rural à habitat dispersé non périurbain
44153,Saint-Aubin-des-Châteaux,503,9.5,728.137670198099,9.5,0,0,Rural à habitat dispersé non périurbain
44154,Saint-Brevin-les-Pins,3096,7.7,5074.25391550211,12.3,4.6000000000000005,59.740259740259745,Urbain
44155,Saint-Colomban,900,16.1,1670,21.3,5.199999999999999,32.29813664596272,Bourgs ruraux périurbains
44156,Corcoué-sur-Logne,840,10.5,1363.70389525433,22.4,11.899999999999999,113.33333333333331,Rural à habitat dispersé périurbain
44157,Saint-Étienne-de-Mer-Morte,384,11.1,736.279002320186,11.1,0,0,Bourgs ruraux non périurbains
44158,Saint-Étienne-de-Montluc,2616,15.2,3430.20087626202,15.2,0,0,Urbain
44159,Saint-Fiacre-sur-Maine,436,15.5,598.849528812679,16.7,1.1999999999999993,7.7419354838709635,Rural à habitat dispersé périurbain
44161,Saint-Gildas-des-Bois,1132,5.4,1525,21.8,16.4,303.70370370370364,Bourgs ruraux non périurbains
44162,Saint-Herblain,17820,10.5,19391.2186879145,10.5,0,0,Urbain
44163,Vair-sur-Loire,1400,9.3,2095,9.3,0,0,Rural à habitat dispersé périurbain
44164,Saint-Hilaire-de-Chaléons,648,10.2,1125,23.1,12.900000000000002,126.47058823529414,Bourgs ruraux périurbains
44165,Saint-Hilaire-de-Clisson,656,5.1,1075,11.7,6.6,129.41176470588235,Bourgs ruraux périurbains
44166,Saint-Jean-de-Boiseau,1820,18.8,2683.37378182166,18.8,0,0,Urbain
44168,Saint-Joachim,1308,16.7,1601.95061605334,16.7,0,0,Urbain
44169,Saint-Julien-de-Concelles,2824,12.7,3293.77325775409,13.4,0.7000000000000011,5.511811023622056,Rural à habitat dispersé périurbain
44170,Saint-Julien-de-Vouvantes,343,1.5,408.655533323669,14.1,12.6,840,Rural à habitat dispersé non périurbain
44171,Saint-Léger-les-Vignes,544,14.4,989.343662625206,20.6,6.200000000000001,43.055555555555564,Urbain
44172,Sainte-Luce-sur-Loire,4832,8.9,6953.14540477609,8.9,0,0,Urbain
44173,Saint-Lumine-de-Clisson,632,8.7,1003.19633496776,17.2,8.5,97.70114942528737,Rural à habitat dispersé périurbain
44174,Saint-Lumine-de-Coutais,592,13.5,1130,23.4,9.899999999999999,73.33333333333333,Rural à habitat dispersé périurbain
44175,Saint-Lyphard,1316,18.6,2192.04196830464,18.6,0,0,Bourgs ruraux périurbains
44176,Saint-Malo-de-Guersac,1188,12.9,1325.41299219403,12.9,0,0,Urbain
44178,Saint-Mars-de-Coutais,776,21.7,1140,21.7,0,0,Bourgs ruraux périurbains
44179,Saint-Mars-du-Désert,1520,14.2,2415,21.4,7.199999999999999,50.70422535211267,Bourgs ruraux périurbains
44180,Vallons-de-l'Erdre,2388,5.8,2840.94615216007,11.5,5.7,98.27586206896552,Rural à habitat dispersé périurbain
44182,Saint-Michel-Chef-Chef,1168,8.3,1908.89304282075,9.8,1.5,18.072289156626503,Urbain
44183,Saint-Molf,584,8,1190.20476673652,12.2,4.199999999999999,52.49999999999999,Rural à habitat dispersé périurbain
44184,Saint-Nazaire,22728,3.1,25789.550598727,3.1,0,0,Urbain
44185,Saint-Nicolas-de-Redon,1188,2,1192.17136778704,2,0,0,Urbain
44186,Sainte-Pazanne,1416,14.8,3055.99722215282,24,9.2,62.162162162162154,Urbain
44187,Saint-Père-en-Retz,1468,6.1,1955,11.9,5.800000000000001,95.08196721311478,Bourgs ruraux non périurbains
44188,Saint-Philbert-de-Grand-Lieu,2620,15.6,4235.46760531942,18.5,2.9000000000000004,18.589743589743595,Bourgs ruraux périurbains
44189,Sainte-Reine-de-Bretagne,652,23.2,980.091479843989,20.8,-2.3999999999999986,-10.344827586206891,Bourgs ruraux périurbains
44190,Saint-Sébastien-sur-Loire,10372,6.1,11960.1114144104,6.1,0,0,Urbain
44192,Saint-Viaud,736,6,1184.97946682195,16.5,10.5,175,Rural à habitat dispersé périurbain
44193,Saint-Vincent-des-Landes,460,14,580.307176706218,14,0,0,Rural à habitat dispersé non périurbain
44194,Sautron,2724,13.8,3447.32217877339,13.8,0,0,Urbain
44195,Savenay,2172,13.3,3825,27.1,13.8,103.75939849624059,Urbain
44196,Sévérac,456,14.05,555.314112306061,23.4,9.349999999999998,66.54804270462631,Rural à habitat dispersé non périurbain
44197,Sion-les-Mines,486,11.4,617.030654916812,17.7,6.299999999999999,55.26315789473683,Rural à habitat dispersé non périurbain
44198,Les Sorinières,2780,9,3899.36148851397,9,0,0,Urbain
44199,Soudan,839,6.2,866.797497303872,6.2,0,0,Rural à habitat dispersé non périurbain
44200,Soulvache,122,14.9,121.41592920354,14.9,0,0,Rural à habitat dispersé non périurbain
44201,Sucé-sur-Erdre,2568,16.2,3086.25092849501,16.2,0,0,Urbain
44202,Teillé,528,11.1,782.935421055574,14.7,3.5999999999999996,32.43243243243243,Rural à habitat dispersé périurbain
44203,Le Temple-de-Bretagne,680,19.1,940.369523728741,19.1,0,0,Bourgs ruraux périurbains
44204,Thouaré-sur-Loire,2860,13.5,4833.29081727639,13.5,0,0,Urbain
44205,Les Touches,764,7.6,1034.1010004813,17.7,10.1,132.89473684210526,Rural à habitat dispersé périurbain
44206,Touvois,480,1.7,692.661897195894,16.4,14.7,864.7058823529412,Bourgs ruraux non périurbains
44207,Trans-sur-Erdre,252,7.5,416.551281444865,21.1,13.600000000000001,181.33333333333337,Rural à habitat dispersé périurbain
44208,Treffieux,218,9.2,373.386963149754,17.7,8.5,92.3913043478261,Rural à habitat dispersé périurbain
44209,Treillières,2835,14.8,4594.24508111875,14.8,0,0,Urbain
44210,Trignac,2512,7.5,3230,7.5,0,0,Urbain
44211,La Turballe,1332,2.1,1505.61992949625,8.4,6.300000000000001,300.00000000000006,Bourgs ruraux non périurbains
44212,Vallet,3136,6.8,4195.74942407819,17.5,10.7,157.35294117647058,Rural à habitat dispersé périurbain
44213,Loireauxence,2476,6.4,3245,12.7,6.299999999999999,98.43749999999997,Rural à habitat dispersé périurbain
44214,Vay,441,10.9,993.855513162152,18.8,7.9,72.47706422018348,Rural à habitat dispersé périurbain
44215,Vertou,8316,11.3,11071.0765167646,11.3,0,0,Urbain
44216,Vieillevigne,1352,5.3,1728.64853692,9.8,4.500000000000001,84.90566037735852,Bourgs ruraux périurbains
44217,Vigneux-de-Bretagne,2116,18.6,2852.23254732744,18.6,0,0,Rural à habitat dispersé périurbain
44218,Villepot,253,11.2,320,11.2,0,0,Rural à habitat dispersé non périurbain
44220,Vue,428,17.6,830,22.9,5.299999999999997,30.11363636363635,Rural à habitat dispersé périurbain
44221,La Chevallerais,264,12.8,793.754666243609,34.4,21.599999999999998,168.75,Bourgs ruraux périurbains
44222,La Roche-Blanche,368,12,547.844480257857,12,0,0,Rural à habitat dispersé périurbain
44223,Geneston,1020,15.7,1559.08624295886,20.7,5,31.847133757961785,Bourgs ruraux périurbains
44224,La Grigonnais,482,9.4,815,31.3,21.9,232.9787234042553,Bourgs ruraux périurbains
45001,Adon,72,7.5,100,17,9.5,126.66666666666667,Rural à habitat dispersé non périurbain
45002,Aillant-sur-Milleron,108,8,137.51329787234,16.2,8.2,102.49999999999999,Rural à habitat dispersé non périurbain
45004,Amilly,4484,4.3,4355.33623597865,4.3,0,0,Urbain
45005,Andonville,100,17.3,157.317073170732,46.7,29.400000000000002,169.9421965317919,Rural à habitat dispersé périurbain
45006,Ardon,404,16.7,479.793322536504,16.7,0,0,Rural à habitat dispersé périurbain
45008,Artenay,943,0.6,790,15.4,14.8,2466.666666666667,Bourgs ruraux périurbains
45009,Aschères-le-Marché,428,20.1,505,23,2.8999999999999986,14.427860696517406,Bourgs ruraux périurbains
45010,Ascoux,356,5.3,463.233948736847,5.3,0,0,Bourgs ruraux non périurbains
45011,Attray,84,16.4,84.1904761904762,14.4,-1.9999999999999982,-12.195121951219503,Rural à habitat dispersé périurbain
45012,Audeville,64,4,81.3259668508287,21.8,17.8,445,Rural à habitat dispersé périurbain
45013,Augerville-la-Rivière,80,6.2,90.8,31.89,25.69,414.3548387096774,Rural à habitat dispersé périurbain
45014,Aulnay-la-Rivière,216,11.6,209.241697648492,14.3,2.700000000000001,23.275862068965527,Rural à habitat dispersé non périurbain
45015,Autruy-sur-Juine,344,10.3,304.084750726912,21.1711876817281,10.871187681728099,105.54551147308834,Rural à habitat dispersé périurbain
45016,Autry-le-Châtel,456,15.1,408.817982186085,15.1,0,0,Bourgs ruraux non périurbains
45017,Auvilliers-en-Gâtinais,127,6.1,115,22.6,16.5,270.49180327868856,Rural à habitat dispersé non périurbain
45018,Auxy,284,10.3,410.158899014949,22.2,11.899999999999999,115.53398058252424,Rural à habitat dispersé non périurbain
45019,Baccon,264,29.1,285,31.7,2.599999999999998,8.93470790378006,Rural à habitat dispersé périurbain
45020,Le Bardon,372,15.6,430,25,9.4,60.256410256410255,Bourgs ruraux périurbains
45021,Barville-en-Gâtinais,72,13.5,120,18.6,5.100000000000001,37.777777777777786,Rural à habitat dispersé non périurbain
45022,Batilly-en-Gâtinais,108,16.1,166.858108108108,16.1,0,0,Rural à habitat dispersé non périurbain
45023,Batilly-en-Puisaye,36,9.9,50,11.1,1.1999999999999993,12.121212121212114,Rural à habitat dispersé non périurbain
45024,Baule,716,5.2,875.014714928669,13.5,8.3,159.61538461538464,Urbain
45025,Bazoches-les-Gallerandes,556,6.1,614.968201389139,17.4,11.299999999999999,185.24590163934428,Rural à habitat dispersé non périurbain
45026,Bazoches-sur-le-Betz,232,31.85,367.838873665232,30.6,-1.25,-3.924646781789639,Rural à habitat dispersé périurbain
45027,Beauchamps-sur-Huillard,128,7.5,197.955435834271,21.8465230011256,14.3465230011256,191.28697334834132,Rural à habitat dispersé non périurbain
45028,Beaugency,2695,3.8,2486.41141856518,9.1,5.3,139.47368421052633,Urbain
45029,Beaulieu-sur-Loire,572,4.9,673.225167400498,15.5,10.6,216.32653061224488,Rural à habitat dispersé non périurbain
45030,Beaune-la-Rolande,788,1,695.324665239598,13.4,12.4,1240,Bourgs ruraux non périurbains
45031,Bellegarde,618,0.7,515,16.7,16,2285.714285714286,Bourgs ruraux non périurbains
45032,Le Bignon-Mirabeau,96,8.55,147.440582902524,10.8,2.25,26.31578947368421,Rural à habitat dispersé périurbain
45033,Boësses,120,19.9,171.27132346686,24.6,4.700000000000003,23.618090452261324,Rural à habitat dispersé périurbain
45034,Boigny-sur-Bionne,800,8.7,900,10,1.3000000000000007,14.942528735632191,Urbain
45035,Boiscommun,356,5.4,417.255932961498,16.2,10.799999999999999,200,Bourgs ruraux non périurbains
45036,Boismorand,240,12.85,307.044100119192,13.9,1.0500000000000007,8.17120622568094,Rural à habitat dispersé non périurbain
45037,Boisseaux,96,27.6,252.465095624214,33.2290129665893,5.6290129665893005,20.3949745166279,Rural à habitat dispersé périurbain
45038,Bondaroy,164,2,145.716371374029,6,4,200,Urbain
45039,Bonnée,300,4.3,301.303060563114,5.5,1.2000000000000002,27.90697674418605,Rural à habitat dispersé non périurbain
45040,Bonny-sur-Loire,624,5.9,610,12.2,6.299999999999999,106.77966101694912,Bourgs ruraux non périurbains
45041,Bordeaux-en-Gâtinais,48,15.65,54.9798932997583,10.2,-5.450000000000001,-34.82428115015975,Rural à habitat dispersé non périurbain
45042,Les Bordes,612,6.4,764.421389013777,8.1,1.6999999999999993,26.56249999999999,Bourgs ruraux non périurbains
