Code_commune_Insee_2022,Libelle_commune_2022,Population_active_emploi_1999,Distance_mediane_domicile_travail_1999_km,Population_active_emploi_2019,Distance_mediane_domicile_travail_2019_km,Ecart_distance_mediane_km,Evolution_distance_mediane_pct,Categorie_densite
15009,Apchon,80,3.35,95,6,2.65,79.1044776119403,Rural à habitat dispersé non périurbain
15010,Arches,72,2.55,100,11.8,9.25,362.7450980392157,Rural à habitat dispersé non périurbain
15011,Arnac,60,1.7,65.7222222222222,1.7,0,0,Rural à habitat dispersé périurbain
15012,Arpajon-sur-Cère,2528,5.9,2769.81606425704,5.9,0,0,Urbain
15013,Auriac-l'Église,52,2.5,59.5945945945946,20.6,18.1,724.0000000000001,Rural à habitat dispersé non périurbain
15014,Aurillac,12345,2.7,9761.81813146261,2.7,0,0,Urbain
15015,Auzers,76,2.1,80,13.1,11,523.8095238095237,Rural à habitat dispersé non périurbain
15016,Ayrens,200,6,235,14,8,133.33333333333334,Rural à habitat dispersé périurbain
15017,Badailhac,40,2.9,59.0740740740741,9,6.1,210.3448275862069,Rural à habitat dispersé périurbain
15018,Barriac-les-Bosquets,56,2,58.2352941176471,2,0,0,Rural à habitat dispersé non périurbain
15019,Bassignac,80,4.4,119.649783073151,13.2,8.799999999999999,199.99999999999997,Rural à habitat dispersé non périurbain
15020,Beaulieu,32,1.5,42.1739130434783,8.00434782608695,6.504347826086949,433.6231884057966,Rural à habitat dispersé non périurbain
15021,Boisset,220,2.9,270.510841808042,13.9,11,379.3103448275862,Rural à habitat dispersé périurbain
15022,Bonnac,56,4.2,74.0909090909091,19.2,15,357.1428571428571,Rural à habitat dispersé non périurbain
15024,Brageac,24,49.85,35,15.4,-34.45,-69.1073219658977,Rural à habitat dispersé non périurbain
15025,Albepierre-Bredons,100,5.1,96.2025316455696,5.1,0,0,Rural à habitat dispersé non périurbain
15026,Brezons,72,5.1,50.0041267792301,6.65639650780664,1.5563965078066406,30.517578584443935,Rural à habitat dispersé non périurbain
15027,Puycapel,248,2.8,328.784044406425,2.8,0,0,Rural à habitat dispersé périurbain
15028,Carlat,120,7.95,136.499592000816,18.3,10.350000000000001,130.18867924528305,Rural à habitat dispersé périurbain
15029,Cassaniouze,192,3.4,150,4.5,1.1,32.352941176470594,Rural à habitat dispersé périurbain
15030,Cayrols,80,17.1,130.002178676003,16.3,-0.8000000000000007,-4.678362573099419,Rural à habitat dispersé périurbain
15032,Celoux,28,1.7,24.1935483870968,1.7,0,0,Rural à habitat dispersé non périurbain
15033,Cézens,104,2.8,103.55504587156,2.8,0,0,Rural à habitat dispersé non périurbain
15034,Chaliers,76,3.5,65,3.5,0,0,Rural à habitat dispersé non périurbain
15036,Chalvignac,208,4.5,230.494003049841,8.7,4.199999999999999,93.33333333333331,Rural à habitat dispersé non périurbain
15037,Champagnac,388,4.6,367.258784789572,4.6,0,0,Rural à habitat dispersé non périurbain
15038,Champs-sur-Tarentaine-Marchal,326,2.7,350.098522167487,7.7,5,185.18518518518516,Rural à habitat dispersé non périurbain
15040,Chanterelle,63,3.8,46.421052631579,3.8,0,0,Rural à habitat dispersé non périurbain
15041,La Chapelle-d'Alagnon,76,2.8,100.835223970803,7.47982112554685,4.67982112554685,167.13646876953035,Rural à habitat dispersé non périurbain
15042,La Chapelle-Laurent,160,1.6,119.813773842278,1.6,0,0,Rural à habitat dispersé non périurbain
15043,Charmensac,44,2.8,10.3571428571429,28.8,26,928.5714285714287,Rural à habitat dispersé non périurbain
15045,Chaudes-Aigues,408,2.1,339.927317099573,2.1,0,0,Rural à habitat dispersé non périurbain
15046,Chaussenac,84,3.8,75,7.7,3.9000000000000004,102.63157894736844,Rural à habitat dispersé non périurbain
15048,Chazelles,20,1.5,9.39393939393939,22.7,21.2,1413.3333333333333,Rural à habitat dispersé non périurbain
15049,Cheylade,128,1.9,84.9912197791851,1.9,0,0,Rural à habitat dispersé non périurbain
15050,Le Claux,88,1.6,40,1.6,0,0,Rural à habitat dispersé non périurbain
15051,Clavières,108,2.5,99.9571287586279,7,4.5,180,Rural à habitat dispersé non périurbain
15052,Collandres,76,6.3,50.3225806451613,6.3,0,0,Rural à habitat dispersé non périurbain
15053,Coltines,188,8.6,190,14.6,6,69.76744186046511,Rural à habitat dispersé non périurbain
15054,Condat,424,1.5,381.726480318003,1.5,0,0,Rural à habitat dispersé non périurbain
15055,Coren,180,7.8,172.753626131125,7.8,0,0,Rural à habitat dispersé non périurbain
15056,Crandelles,268,12,408.504514837701,12,0,0,Rural à habitat dispersé périurbain
15057,Cros-de-Montvert,72,1.6,59.3717277486911,33,31.4,1962.5,Rural à habitat dispersé périurbain
15058,Cros-de-Ronesque,40,1.6,55,1.6,0,0,Rural à habitat dispersé périurbain
15059,Cussac,64,1.2,35,16,14.8,1233.3333333333335,Rural à habitat dispersé non périurbain
15060,Deux-Verges,28,1,26.0204081632653,8.9,7.9,790,Rural à habitat dispersé non périurbain
15061,Dienne,100,2.2,104.390967152107,2.2,0,0,Rural à habitat dispersé non périurbain
15063,Drugeac,144,1.6,138.761609907121,9.5,7.9,493.75,Rural à habitat dispersé non périurbain
15064,Escorailles,32,10,31.5189873417722,1,-9,-90,Rural à habitat dispersé non périurbain
15065,Espinasse,20,1.4,35.9090909090909,8.5,7.1,507.14285714285717,Rural à habitat dispersé non périurbain
15066,Le Falgoux,60,1.1,30.2586206896552,1.1,0,0,Rural à habitat dispersé non périurbain
15067,Le Fau,4,1,,,,,Rural à habitat dispersé non périurbain
15069,Ferrières-Saint-Mary,84,3.5,91.8844937677063,3.5,0,0,Rural à habitat dispersé non périurbain
15070,Fontanges,76,1.6,64.6766169154229,9.2,7.6,475,Rural à habitat dispersé non périurbain
15072,Freix-Anglards,72,9.65,83.3802816901409,16.3,6.65,68.9119170984456,Rural à habitat dispersé périurbain
15073,Fridefont,48,1.3,30,7.45,6.15,473.07692307692304,Rural à habitat dispersé non périurbain
15074,Giou-de-Mamou,272,8.2,431.216755319149,8.2,0,0,Rural à habitat dispersé périurbain
15075,Girgols,24,6.2,24.6666666666667,6.2,0,0,Rural à habitat dispersé périurbain
15076,Glénat,88,1.3,54.6802325581395,1.3,0,0,Rural à habitat dispersé périurbain
15077,Gourdièges,16,1.2,35.5833333333333,4.8,3.5999999999999996,299.99999999999994,Rural à habitat dispersé non périurbain
15078,Jabrun,72,3,101.973684210526,9.1,6.1,203.33333333333334,Rural à habitat dispersé non périurbain
15079,Jaleyrac,112,9,162.368449336684,9,0,0,Rural à habitat dispersé non périurbain
15080,Joursac,68,3.7,60.4109589041096,13.2705479452055,9.570547945205501,258.66345797852705,Rural à habitat dispersé non périurbain
15081,Jou-sous-Monjou,56,1.4,38.4313725490196,1.4,0,0,Rural à habitat dispersé non périurbain
15082,Junhac,120,3.7,119.424180826568,6.2,2.5,67.56756756756756,Rural à habitat dispersé périurbain
15083,Jussac,660,9.4,890,9.4,0,0,Bourgs ruraux périurbains
15084,Labesserette,120,2.3,133.774371430978,8.6,6.3,273.9130434782609,Rural à habitat dispersé périurbain
15085,Labrousse,156,15.6,223.606557377049,15.6,0,0,Rural à habitat dispersé périurbain
15086,Lacapelle-Barrès,12,0.9,20,0.9,0,0,Rural à habitat dispersé non périurbain
15087,Lacapelle-del-Fraisse,88,2.2,160,13.95,11.75,534.090909090909,Rural à habitat dispersé périurbain
15088,Lacapelle-Viescamp,148,19.7,212.586787705862,19.7,0,0,Rural à habitat dispersé périurbain
15089,Ladinhac,184,3.3,191.528260396678,7.9,4.6000000000000005,139.3939393939394,Rural à habitat dispersé périurbain
15090,Lafeuillade-en-Vézie,200,1.4,300,21.8,20.400000000000002,1457.1428571428573,Rural à habitat dispersé périurbain
15091,Landeyrat,36,1.7,55.6179775280899,9.8,8.100000000000001,476.4705882352942,Rural à habitat dispersé non périurbain
15092,Lanobre,520,6.7,565.597709264666,6.7,0,0,Rural à habitat dispersé non périurbain
15093,Lapeyrugue,28,2.7,34.6353228668641,6.8,4.1,151.85185185185182,Rural à habitat dispersé périurbain
15094,Laroquebrou,348,1.1,243.749881963546,18,16.9,1536.363636363636,Rural à habitat dispersé périurbain
15095,Laroquevieille,120,4.6,154.265665119108,21.1,16.5,358.69565217391306,Rural à habitat dispersé périurbain
15096,Lascelle,108,16.4,117.885304659498,16.4,0,0,Rural à habitat dispersé périurbain
15097,Lastic,56,1.7,50,20.5,18.8,1105.8823529411766,Rural à habitat dispersé non périurbain
15098,Laurie,56,2.7,45.989010989011,2.7,0,0,Rural à habitat dispersé non périurbain
15100,Laveissenet,56,9.5,65,13.1,3.5999999999999996,37.89473684210526,Rural à habitat dispersé non périurbain
15101,Laveissière,296,2.6,261.215947552436,5.8,3.1999999999999997,123.07692307692307,Rural à habitat dispersé non périurbain
15102,Lavigerie,32,0.8,15,13.9,13.1,1637.5,Rural à habitat dispersé non périurbain
15103,Leucamp,80,1.4,96.1923384716076,14,12.6,900.0000000000001,Rural à habitat dispersé périurbain
15104,Leynhac,120,2.7,145.953093748535,2.7,0,0,Rural à habitat dispersé non périurbain
15105,Leyvaux,16,7.7,14.1891891891892,33.1,25.400000000000002,329.87012987012986,Rural à habitat dispersé non périurbain
15106,Lieutadès,88,2.8,65,2.8,0,0,Rural à habitat dispersé non périurbain
15107,Lorcières,64,2.1,25.1470588235294,22.5,20.4,971.4285714285713,Rural à habitat dispersé non périurbain
15108,Val d'Arcomie,372,6.6,405.993266625823,17.9,11.299999999999999,171.21212121212122,Rural à habitat dispersé non périurbain
15110,Lugarde,47,1.1,42.6229508196721,1.1,0,0,Rural à habitat dispersé non périurbain
15111,Madic,96,6,89.5693779904306,6,0,0,Rural à habitat dispersé non périurbain
15112,Malbo,44,2.4,39.1489361702128,2.4,0,0,Rural à habitat dispersé non périurbain
15113,Mandailles-Saint-Julien,72,1.7,92.9679144385027,27.6,25.900000000000002,1523.5294117647059,Rural à habitat dispersé périurbain
15114,Marcenat,220,2.1,218.776457683598,9,6.9,328.57142857142856,Rural à habitat dispersé non périurbain
15116,Marchastel,72,3.5,50.3267973856209,11.3,7.800000000000001,222.8571428571429,Rural à habitat dispersé non périurbain
15117,Marcolès,244,2.1,247.565280638155,2.1,0,0,Rural à habitat dispersé périurbain
15118,Marmanhac,284,14.4,317.733554225814,14.4,0,0,Rural à habitat dispersé périurbain
15119,Massiac,664,1.4,655,1.4,0,0,Bourgs ruraux non périurbains
15120,Mauriac,1572,1.3,1235,1.3,0,0,Bourgs ruraux non périurbains
15121,Maurines,24,1.6,19.8151356035492,35.7,34.1,2131.25,Rural à habitat dispersé non périurbain
15122,Maurs,768,1.3,780,1.3,0,0,Bourgs ruraux non périurbains
15123,Méallet,52,3.4,85.3179190751445,14.7,11.299999999999999,332.3529411764706,Rural à habitat dispersé non périurbain
15124,Menet,160,2.7,220,7.3,4.6,170.37037037037032,Rural à habitat dispersé non périurbain
15125,Mentières,48,1.6,45.3543307086614,1.6,0,0,Rural à habitat dispersé non périurbain
15126,Molèdes,56,2.7,25,38.9,36.199999999999996,1340.7407407407404,Rural à habitat dispersé non périurbain
15127,Molompize,84,6.9,100.079634188848,12.7,5.799999999999999,84.05797101449274,Rural à habitat dispersé non périurbain
15128,La Monselie,44,11.5,51.7241379310345,14.3,2.8000000000000007,24.347826086956527,Rural à habitat dispersé non périurbain
15129,Montboudif,92,1.6,89.0963855421687,5.7,4.1,256.24999999999994,Rural à habitat dispersé non périurbain
15130,Montchamp,56,1.2,61.3138686131387,1.2,0,0,Rural à habitat dispersé non périurbain
15131,Le Monteil,92,2,135.526781671704,11.4,9.4,470,Rural à habitat dispersé non périurbain
15132,Montgreleix,24,1,20.4545454545455,1,0,0,Rural à habitat dispersé non périurbain
15133,Montmurat,52,8,50.3731343283582,12.2,4.199999999999999,52.49999999999999,Rural à habitat dispersé non périurbain
15134,Montsalvy,328,0.9,304.158492795003,0.9,0,0,Rural à habitat dispersé périurbain
15135,Montvert,40,5,55.4824561403509,18,13,260,Rural à habitat dispersé périurbain
15137,Moussages,80,2.1,106.950837588888,16.1,14.000000000000002,666.6666666666667,Rural à habitat dispersé non périurbain
15138,Murat,908,1.1,679.252779672335,1.1,0,0,Bourgs ruraux non périurbains
15139,Narnhac,28,1.5,30,6.45,4.95,330,Rural à habitat dispersé non périurbain
15140,Naucelles,784,5.8,910.447443821544,5.8,0,0,Bourgs ruraux périurbains
15141,Neussargues en Pinatelle,700,4.1,739.022126845891,7.1,3,73.17073170731707,Rural à habitat dispersé non périurbain
15142,Neuvéglise-sur-Truyère,584,5.4,741.587445377549,16.1,10.700000000000001,198.14814814814812,Rural à habitat dispersé non périurbain
15143,Nieudan,40,5.3,49.5145631067961,8.9,3.6000000000000005,67.92452830188681,Rural à habitat dispersé périurbain
15144,Omps,120,1.8,123.059071994808,6.3,4.5,250,Rural à habitat dispersé périurbain
15146,Pailherols,56,3.2,79.3700787401575,7.8,4.6,143.74999999999997,Rural à habitat dispersé non périurbain
15147,Parlan,96,1.8,161.673963481627,23.4,21.599999999999998,1200,Rural à habitat dispersé périurbain
15148,Paulhac,176,2.1,170,2.1,0,0,Rural à habitat dispersé non périurbain
15149,Paulhenc,64,2.4,85.9610320658263,2.4,0,0,Rural à habitat dispersé non périurbain
15151,Peyrusse,88,3,78.4415584415585,3,0,0,Rural à habitat dispersé non périurbain
15152,Pierrefort,384,1,313.892844534565,1,0,0,Bourgs ruraux non périurbains
15153,Pleaux,584,3.8,523.52175445038,3.8,0,0,Rural à habitat dispersé non périurbain
15154,Polminhac,492,14.2,540.193571188831,14.2,0,0,Bourgs ruraux périurbains
15155,Pradiers,32,1,30,2.95,1.9500000000000002,195.00000000000003,Rural à habitat dispersé non périurbain
15156,Prunet,208,19.5,367.217101551039,19.5,0,0,Rural à habitat dispersé périurbain
15157,Quézac,120,1.9,144.270784379035,5.5,3.6,189.47368421052633,Rural à habitat dispersé non périurbain
15158,Rageade,52,2.8,20.1960784313725,21.2196078431372,18.4196078431372,657.8431372549001,Rural à habitat dispersé non périurbain
15159,Raulhac,120,1.4,89.4832687916254,8.2,6.799999999999999,485.71428571428567,Rural à habitat dispersé périurbain
15160,Reilhac,372,7.4,471.843224890976,7.4,0,0,Bourgs ruraux périurbains
15161,Rézentières,40,1.1,49.5412844036697,14.4,13.3,1209.090909090909,Rural à habitat dispersé non périurbain
15162,Riom-ès-Montagnes,1029,1.2,992.779132685419,1.2,0,0,Bourgs ruraux non périurbains
15163,Roannes-Saint-Mary,388,12.4,514.640105363733,12.4,0,0,Rural à habitat dispersé périurbain
15164,Roffiac,288,6.2,264.986653966259,6.2,0,0,Rural à habitat dispersé non périurbain
15165,Rouffiac,84,1.2,93.8217867964808,10.2,9,750,Rural à habitat dispersé périurbain
15166,Roumégoux,76,1.4,135.480425223097,3.2,1.8000000000000003,128.5714285714286,Rural à habitat dispersé périurbain
15167,Rouziers,52,1.5,45.7826086956522,18.6,17.1,1140.0000000000002,Rural à habitat dispersé périurbain
15168,Ruynes-en-Margeride,272,5.8,304.999192897498,14.2,8.399999999999999,144.82758620689654,Rural à habitat dispersé non périurbain
15169,Saignes,336,5.6,325,5.6,0,0,Rural à habitat dispersé non périurbain
15170,Saint-Amandin,72,3.2,64.9743788169596,7.1,3.8999999999999995,121.87499999999997,Rural à habitat dispersé non périurbain
15172,Saint-Antoine,52,0.9,25,0.9,0,0,Rural à habitat dispersé périurbain
15173,Saint-Bonnet-de-Condat,52,1.8,35,1.8,0,0,Rural à habitat dispersé non périurbain
15174,Saint-Bonnet-de-Salers,124,2,102.650302778509,2,0,0,Rural à habitat dispersé non périurbain
15175,Saint-Cernin,428,2.4,483.75717596906,10.3,7.9,329.1666666666667,Rural à habitat dispersé périurbain
15176,Saint-Chamant,100,7.1,90.8036297151897,21.036714973101,13.936714973101,196.29176018452114,Rural à habitat dispersé périurbain
15178,Saint-Cirgues-de-Jordanne,44,2.1,50.3608206854354,19.5,17.4,828.5714285714284,Rural à habitat dispersé périurbain
15179,Saint-Cirgues-de-Malbert,72,3.5,95,15.6,12.1,345.7142857142857,Rural à habitat dispersé périurbain
15180,Saint-Clément,36,2.8,45,2.8,0,0,Rural à habitat dispersé périurbain
15181,Saint-Constant-Fournoulès,260,2.3,255,4.3,2,86.95652173913044,Rural à habitat dispersé non périurbain
15182,Saint-Étienne-Cantalès,72,22.2,64.5149253731343,2.3,-19.9,-89.63963963963963,Rural à habitat dispersé périurbain
15183,Saint-Étienne-de-Carlat,68,4.2,35.7954545454546,11.3,7.1000000000000005,169.04761904761904,Rural à habitat dispersé périurbain
15184,Saint-Étienne-de-Maurs,236,1.7,310,8.5,6.8,400,Rural à habitat dispersé non périurbain
15185,Saint-Étienne-de-Chomeil,84,2.2,110,13.5,11.3,513.6363636363636,Rural à habitat dispersé non périurbain
15186,Sainte-Eulalie,76,2.7,76.0192248628052,15.1,12.399999999999999,459.2592592592591,Rural à habitat dispersé non périurbain
15187,Saint-Flour,2760,2,2484.05186597881,2,0,0,Urbain
15188,Saint-Georges,416,5.4,558.639831680505,5.4,0,0,Rural à habitat dispersé non périurbain
15189,Saint-Gérons,56,3.6,115,4.5,0.8999999999999999,24.999999999999996,Rural à habitat dispersé périurbain
15190,Saint-Hippolyte,42,2.4,31.8367346938776,2.4,0,0,Rural à habitat dispersé non périurbain
15191,Saint-Illide,200,10.3,205.734201638254,2.6,-7.700000000000001,-74.75728155339806,Rural à habitat dispersé périurbain
15192,Saint-Jacques-des-Blats,100,1.3,140,14.5,13.2,1015.3846153846154,Rural à habitat dispersé non périurbain
15194,Saint-Julien-de-Toursac,44,12.3,34.0277777777778,12.3,0,0,Rural à habitat dispersé non périurbain
15196,Saint-Mamet-la-Salvetat,536,6.7,675.938395533651,19.3,12.600000000000001,188.05970149253733,Rural à habitat dispersé périurbain
15198,Sainte-Marie,40,4,55.5140186915888,4,0,0,Rural à habitat dispersé non périurbain
15199,Saint-Martial,24,2.3,52.0833333333333,6.1,3.8,165.21739130434784,Rural à habitat dispersé non périurbain
15200,Saint-Martin-Cantalès,64,2,60,28.1,26.1,1305,Rural à habitat dispersé périurbain
15201,Saint-Martin-sous-Vigouroux,72,3.4,86.1434977578475,3.4,0,0,Rural à habitat dispersé non périurbain
15202,Saint-Martin-Valmeroux,340,1.6,225.470955608155,1.6,0,0,Rural à habitat dispersé non périurbain
15203,Saint-Mary-le-Plain,56,3,62.1428571428571,10.7,7.699999999999999,256.66666666666663,Rural à habitat dispersé non périurbain
15204,Saint-Paul-des-Landes,444,12.5,688.513224572793,12.5,0,0,Bourgs ruraux périurbains
15205,Saint-Paul-de-Salers,56,3.8,25,3.8,0,0,Rural à habitat dispersé non périurbain
15206,Saint-Pierre,48,1.4,50,2.6,1.2000000000000002,85.71428571428574,Rural à habitat dispersé non périurbain
15207,Saint-Poncy,136,3.1,206.202393320917,7.12203432277967,4.022034322779669,129.74304267031192,Rural à habitat dispersé non périurbain
15208,Saint-Projet-de-Salers,44,7.5,71.0526315789474,14.6,7.1,94.66666666666667,Rural à habitat dispersé périurbain
15209,Saint-Rémy-de-Chaudes-Aigues,44,2.1,45,12.5,10.4,495.23809523809524,Rural à habitat dispersé non périurbain
15211,Saint-Santin-Cantalès,92,12,146.972789115646,11.2,-0.8000000000000007,-6.666666666666672,Rural à habitat dispersé périurbain
15212,Saint-Santin-de-Maurs,116,2,144.546293447697,12.6,10.6,530,Rural à habitat dispersé non périurbain
15213,Saint-Saturnin,96,3,89.1219512195122,3,0,0,Rural à habitat dispersé non périurbain
15214,Saint-Saury,104,2.5,73.7569060773481,2.5,0,0,Rural à habitat dispersé périurbain
15215,Saint-Simon,432,6.4,496.719126962126,6.4,0,0,Rural à habitat dispersé périurbain
15216,Saint-Urcize,184,1.8,146.975085412308,1.8,0,0,Rural à habitat dispersé non périurbain
15217,Saint-Victor,36,13,34.6728971962617,13,0,0,Rural à habitat dispersé périurbain
15218,Saint-Vincent-de-Salers,36,9.5,20,10.1,0.5999999999999996,6.315789473684207,Rural à habitat dispersé non périurbain
15219,Salers,148,0.5,129.719493340821,0.5,0,0,Rural à habitat dispersé non périurbain
15220,Salins,52,5.9,73.9795918367347,6.7,0.7999999999999998,13.559322033898303,Rural à habitat dispersé non périurbain
15221,Sansac-de-Marmiesse,516,12.7,558.398069813491,12.7,0,0,Rural à habitat dispersé périurbain
15222,Sansac-Veinazès,68,1.7,80.3703703703704,1.7,0,0,Rural à habitat dispersé périurbain
15223,Sauvat,68,4.5,70,5.7,1.2000000000000002,26.66666666666667,Rural à habitat dispersé non périurbain
15224,La Ségalassière,36,4.8,47.9032258064516,29.9,25.099999999999998,522.9166666666667,Rural à habitat dispersé périurbain
15225,Ségur-les-Villas,96,2.5,68.3870967741935,12.4,9.9,396,Rural à habitat dispersé non périurbain
15226,Sénezergues,84,3.5,78.0861244019139,16,12.5,357.14285714285717,Rural à habitat dispersé périurbain
15228,Siran,188,2.4,170.786369575846,6.3,3.9,162.5,Rural à habitat dispersé périurbain
15229,Soulages,36,2.1,35,2.1,0,0,Rural à habitat dispersé non périurbain
15230,Sourniac,68,8.2,93.1094527363184,8.2,0,0,Rural à habitat dispersé non périurbain
15231,Talizat,224,1.9,272.249487036001,12,10.1,531.578947368421,Rural à habitat dispersé non périurbain
15232,Tanavelle,92,9.4,121.819983257423,9.4,0,0,Rural à habitat dispersé non périurbain
15233,Teissières-de-Cornet,92,10.5,150,10.5,0,0,Rural à habitat dispersé périurbain
15234,Teissières-lès-Bouliès,84,2.1,115,20.7,18.599999999999998,885.7142857142856,Rural à habitat dispersé périurbain
15235,Les Ternes,188,8.9,292.552816901409,8.9,0,0,Rural à habitat dispersé non périurbain
15236,Thiézac,204,5.5,290.005023084026,5.5,0,0,Rural à habitat dispersé périurbain
15237,Tiviers,68,9,71.2426035502959,9,0,0,Rural à habitat dispersé non périurbain
15238,Tournemire,56,1,50,1,0,0,Rural à habitat dispersé périurbain
15240,Trémouille,52,5,68.6097520045749,5,0,0,Rural à habitat dispersé non périurbain
15241,La Trinitat,36,2.9,10,2.9,0,0,Rural à habitat dispersé non périurbain
15242,Le Trioulou,28,1.1,50,5.55,4.449999999999999,404.54545454545445,Rural à habitat dispersé non périurbain
15243,Trizac,180,1.6,163.66224581352,5.34168884638849,3.7416888463884903,233.85555289928064,Rural à habitat dispersé non périurbain
15244,Ussel,152,8.5,275.259705252698,15.3,6.800000000000001,80.00000000000001,Rural à habitat dispersé non périurbain
15245,Vabres,104,5.15,150,11.2,6.049999999999999,117.47572815533978,Rural à habitat dispersé non périurbain
15246,Valette,86,6.3,108.1589958159,6.3,0,0,Rural à habitat dispersé non périurbain
15247,Valjouze,12,1.6,9.58333333333333,55.1,53.5,3343.75,Rural à habitat dispersé non périurbain
15248,Valuéjols,220,1.8,265.470692717584,7.4,5.6000000000000005,311.1111111111111,Rural à habitat dispersé non périurbain
15249,Le Vaulmier,36,1.4,32,1.4,0,0,Rural à habitat dispersé non périurbain
15250,Vebret,220,9.3,194.236790606654,9.8,0.5,5.376344086021505,Rural à habitat dispersé non périurbain
15251,Védrines-Saint-Loup,64,18.15,65.9352517985612,1.1,-17.049999999999997,-93.93939393939394,Rural à habitat dispersé non périurbain
15252,Velzic,144,12.9,214.678217821782,12.9,0,0,Rural à habitat dispersé périurbain
15253,Vernols,40,2.3,35,2.3,0,0,Rural à habitat dispersé non périurbain
15254,Veyrières,48,1.6,20,6.35,4.75,296.875,Rural à habitat dispersé non périurbain
15255,Vézac,392,11.9,533.658927141722,11.9,0,0,Rural à habitat dispersé périurbain
15256,Vèze,28,1.8,22.4137931034483,22,20.2,1122.2222222222222,Rural à habitat dispersé non périurbain
15257,Vezels-Roussy,48,1.3,32.8947368421053,7.1,5.8,446.15384615384613,Rural à habitat dispersé périurbain
15258,Vic-sur-Cère,736,1.3,707.710317690317,1.3,0,0,Bourgs ruraux périurbains
15259,Vieillespesse,116,2.1,112.253151906189,14.1,12,571.4285714285714,Rural à habitat dispersé non périurbain
15260,Vieillevie,32,1.9,19.4594594594595,1.9,0,0,Rural à habitat dispersé périurbain
15261,Le Vigean,328,2.6,402.869861800801,2.6,0,0,Rural à habitat dispersé non périurbain
15262,Villedieu,236,5.7,298.21717740789,5.7,0,0,Rural à habitat dispersé non périurbain
15263,Virargues,48,3,52.1008403361345,16.7764705882353,13.776470588235298,459.2156862745099,Rural à habitat dispersé non périurbain
15264,Vitrac,80,6,126.686262594873,25.5,19.5,325,Rural à habitat dispersé périurbain
15265,Ydes,720,1.7,579.058835499541,1.7,0,0,Bourgs ruraux non périurbains
15266,Yolet,232,10.5,246.053788196818,10.5,0,0,Rural à habitat dispersé périurbain
15267,Ytrac,1592,8.7,1865.02804073123,8.7,0,0,Bourgs ruraux périurbains
15268,Le Rouget-Pers,384,1.8,402.473490765593,7.5,5.7,316.6666666666667,Rural à habitat dispersé périurbain
15269,Besse,56,7.6,45,18.2,10.6,139.47368421052633,Rural à habitat dispersé périurbain
16001,Abzac,176,2.3,155,6.9,4.6000000000000005,200.00000000000003,Rural à habitat dispersé non périurbain
16002,Les Adjots,140,6.9,183.390842158438,6.9,0,0,Rural à habitat dispersé non périurbain
16003,Agris,292,6.3,341.231146461965,11.4,5.1000000000000005,80.95238095238096,Rural à habitat dispersé périurbain
16005,Aigre,516,1.2,515.074247871077,5.8,4.6,383.3333333333333,Rural à habitat dispersé non périurbain
16007,Alloue,152,5.9,195,9.7,3.799999999999999,64.40677966101693,Rural à habitat dispersé non périurbain
16008,Ambérac,112,10.65,112.475976582181,15.8,5.15,48.35680751173709,Rural à habitat dispersé non périurbain
16009,Ambernac,132,10.7,135,10.7,0,0,Rural à habitat dispersé non périurbain
16011,Anais,220,18.1,260,16.85,-1.25,-6.906077348066297,Rural à habitat dispersé périurbain
16012,Angeac-Champagne,212,9.2,211.680403930798,9.1,-0.09999999999999964,-1.0869565217391266,Rural à habitat dispersé périurbain
16013,Angeac-Charente,160,13.6,95.1723245939925,6.6,-7,-51.470588235294116,Rural à habitat dispersé non périurbain
16014,Angeduc,30,8.85,56.32,8.1,-0.75,-8.474576271186441,Rural à habitat dispersé non périurbain
16015,Angoulême,15440,2.2,15144.9748938816,2.2,0,0,Urbain
16016,Ansac-sur-Vienne,352,3.7,263.231578847173,3.7,0,0,Rural à habitat dispersé non périurbain
16018,Ars,316,8.8,292.790044085344,8.8,0,0,Rural à habitat dispersé périurbain
16019,Asnières-sur-Nouère,440,15,581.989519503663,15,0,0,Rural à habitat dispersé périurbain
16020,Aubeterre-sur-Dronne,108,0.9,89.4556266361539,0.9,0,0,Rural à habitat dispersé non périurbain
16023,Aunac-sur-Charente,196,5.7,154.18118466899,13.9858885017422,8.2858885017422,145.3664649428456,Rural à habitat dispersé non périurbain
16024,Aussac-Vadalle,160,23.55,220.663666640579,19.5,-4.050000000000001,-17.197452229299365,Rural à habitat dispersé périurbain
16025,Baignes-Sainte-Radegonde,400,2.3,464.7658484117,13,10.7,465.21739130434787,Rural à habitat dispersé non périurbain
16026,Balzac,588,8.9,545.257628045361,8.9,0,0,Rural à habitat dispersé périurbain
16027,Barbezières,48,6.8,40,9.9,3.1000000000000005,45.58823529411766,Rural à habitat dispersé non périurbain
16028,Barbezieux-Saint-Hilaire,1683,1.4,1581.77534635719,1.4,0,0,Bourgs ruraux non périurbains
16029,Bardenac,72,6.1,105.466666666667,1.2,-4.8999999999999995,-80.327868852459,Rural à habitat dispersé non périurbain
16030,Barret,376,5.5,510,5.5,0,0,Rural à habitat dispersé non périurbain
16031,Barro,96,5.8,165,5.8,0,0,Rural à habitat dispersé non périurbain
16032,Bassac,156,5,260.474668557926,12.4,7.4,148,Rural à habitat dispersé non périurbain
16034,Bazac,44,1.3,54.6206896551724,16.8,15.5,1192.3076923076924,Rural à habitat dispersé non périurbain
